Hash,Id,Offset,OwnerSid,GroupSid,Control,SaclAceCount,UniqueSaclAceTypes,DaclAceCount,UniqueDaclAceTypes,FileOffset,SourceFile
F8FC530B,794,144096,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,7,AccessAllowed,406240,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
EDB73D08,795,144432,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,10,AccessAllowed,406576,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
C9673E08,796,144864,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,10,AccessAllowed,407008,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
1EEF1D2C,797,145296,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,10,AccessAllowed,407440,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
1679C848,798,145728,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,7,AccessAllowed,407872,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
2A9F172C,799,146064,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,10,AccessAllowed,408208,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
1EEF202C,800,146496,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,10,AccessAllowed,408640,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
FAF9C8EC,801,146928,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,10,AccessAllowed,409072,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
A28EA082,802,147360,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,7,AccessAllowed,409504,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
260ACBEC,803,147696,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,2,SystemMandatoryLabel|SystemProcessTrustLabel,10,AccessAllowed,409840,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
